"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","decode","Pred","stdPred","resid","CI_group"
"171","1127",19,0.142621951,108,-0.784416306,72,-0.006334704,71,0.264334349,32,1.565330264,216,1.128366355,23,0.241542026,84,0.674828751,0.259728400785375,0.703592486982299,0.851356262674973,-0.0287637359822987,"EAC"
"174","1133",22,3.142621951,120,-0.118053349,60,-0.816699134,70,0.027589687,19,-2.092724406,205,0.097032206,18,-1.199581025,85,0.817598584,-0.74997180054599,-0.107029839537677,-0.129507528768682,0.924628423537676,"UGC"
"178","1147",21.92,3.062621951,138.6666667,0.918511253,82.66666667,0.757182705,75,1.3694923,31,0.921245944,219,1.461080137,26,1.374518222,89,1.439135245,0.991608050532605,1.35936810150659,1.64485347408288,0.0797671434934117,"EAC"
"179","1150",20.67,1.812621951,98.66666667,-1.302698606,69.33333333,-0.191035907,68,-0.403494073,27,-0.837180151,210,0.531223067,21,-0.399119802,89,1.439135245,-0.683602184282983,0.167465189081241,0.202635104977235,1.27167005591876,"UGC"
"181","1154",20.67,1.812621951,86.66666667,-1.969061563,18.66666667,-3.103592046,55,-2.142760388,18,-2.144400689,197,-0.492177048,18,-1.199581025,65,-1.239062052,-2.33995367156608,-0.880764587909234,-1.06573686027196,-0.358297464090768,"EPC"
"182","1157",21.5,2.642621951,138.6666667,0.918511253,82.66666667,0.757182705,75,1.3694923,32,1.565330264,220,1.577379073,24,0.595711907,88,1.275958382,1.15262913054729,1.34106730164331,1.6227092629588,-0.0651089196433059,"EAC"
"183","1160",20.42,1.562621951,62.66666667,-3.301787477,42.66666667,-1.883686338,62,-1.403904167,22,-1.838136047,201,-0.212810632,26,1.374518222,76,-0.302609528,-2.10687850729995,-0.369493708554109,-0.447092299454225,0.0668841805541076,"EAC"
"184","1161",21.58,2.722621951,126.6666667,0.252148295,68,-0.28242071,63,-1.264175695,31,0.921245944,199,-0.356145185,23,0.241542026,78,-0.084229987,-0.0933005415228327,-0.0339448926037227,-0.0410737713926068,-0.0502850943962774,"EAC"
"185","1163",22,3.142621951,118.6666667,-0.192093676,64,-0.55261731,67,-0.599179205,26,-1.119390511,193,-0.743538513,21,-0.399119802,84,0.674828751,-0.615820175544797,-0.424233731769212,-0.513328455254403,1.09906248276921,"UGC"
"187","1168",20.25,1.392621951,112,-0.562295321,49.33333333,-1.489036212,62,-1.403904167,26,-1.119390511,180,-1.394035675,20,-0.686756194,51,-1.923995676,-1.14365655280199,-1.03136920856228,-1.24797045338906,-0.892626467437722,"EPC"
"191","1179",20.75,1.892621951,101.3333333,-1.154617951,82.66666667,0.757182705,73,0.783773445,32,1.565330264,202,-0.138307159,23,0.241542026,81,0.275033958,0.487917115790541,0.178163714259272,0.21558046266807,0.0968702437407285,"EAC"
"192","1180",18.5,-0.357378049,122.6666667,0.03002731,76,0.275435686,70,0.027589687,25,-1.354417267,202,-0.138307159,20,-0.686756194,81,0.275033958,-0.255341146045675,-0.240599063136885,-0.291128064983305,0.515633021136884,"UGC"
"193","1183",16.67,-2.187378049,138.6666667,0.918511253,78.66666667,0.466347369,67,-0.599179205,30,0.369301289,205,0.097032206,24,0.595711907,70,-0.865115373,0.288745176469221,0.0760920774204221,0.0920724251601165,-0.941207450420422,"UPC"
"194","1185",23.67,4.812621951,137.3333333,0.84447092,74.66666667,0.180892531,73,0.783773445,32,1.565330264,214,0.919531189,21,-0.399119802,86,0.965302691,0.843616790039619,0.910043182951409,1.10116434933819,0.0552595080485907,"EAC"
"195","1186",18.33,-0.527378049,136,0.770430594,69.33333333,-0.191035907,75,1.3694923,29,-0.101336301,218,1.347513,16,-1.633201768,88,1.275958382,0.461887671523722,0.600677341448593,0.726827568432701,0.675281040551406,"UGC"
"196","1188",15.42,-3.437378049,114.6666667,-0.414214662,56,-1.074416991,62,-1.403904167,23,-1.708292335,202,-0.138307159,26,1.374518222,70,-0.865115373,-1.15020703882212,-0.371000078559976,-0.448915027186898,-0.494115294440025,"UPC"
"198","1190",18.17,-0.687378049,105.3333333,-0.932496965,58.66666667,-0.903325264,72,0.516151197,29,-0.101336301,209,0.439986113,25,0.973187769,81,0.275033958,-0.355251833231898,0.231769225095855,0.280443843408114,0.0432647329041444,"EAC"
"199","1191",15.83,-3.027378049,97.33333333,-1.376738935,53.33333333,-1.242557705,57,-1.969711688,26,-1.119390511,174,-1.622018198,19,-0.953376739,47,-2.043257431,-1.4270997098176,-1.4969779114067,-1.81136317359917,-0.546279519593299,"EPC"
"200","1193",19.33,0.472621951,138.6666667,0.918511253,84,0.855294913,76,1.689182128,30,0.369301289,225,2.201729773,29,2.726997986,91,1.781759048,0.958072395777532,1.77277111304376,2.14507661379254,0.00898793495623829,"EAC"
"202","1198",21.75,2.892621951,108,-0.784416306,46.66666667,-1.649387886,68,-0.403494073,25,-1.354417267,204,0.016573106,25,0.973187769,86,0.965302691,-1.04792888302604,0.0332922488434637,0.0402840636041763,0.932010442156535,"UGC"
"203","1199",15.92,-2.937378049,112,-0.562295321,40,-2.035550689,63,-1.264175695,24,-1.548777695,196,-0.557549819,22,-0.089879491,72,-0.692274606,-1.35269985004996,-0.798310171128109,-0.965965919823753,0.106035565128108,"EAC"
"204","1203",15.08,-3.777378049,90.66666667,-1.746940577,13.33333333,-3.319749658,66,-0.782485185,31,0.921245944,195,-0.621210111,24,0.595711907,72,-0.692274606,-1.23198236895607,-0.76397995550904,-0.92442590254128,0.0717053495090392,"EAC"
"205","1204",17.42,-1.437378049,94.66666667,-1.524819592,70.66666667,-0.09900471,72,0.516151197,30,0.369301289,211,0.624749454,24,0.595711907,88,1.275958382,-0.184592953980078,0.284072391589768,0.343731370180254,0.991885990410232,"UGC"
"207","1206",15.42,-3.437378049,94.66666667,-1.524819592,56,-1.074416991,64,-1.114400548,29,-0.101336301,188,-1.021871466,20,-0.686756194,63,-1.367256164,-0.953743358022236,-1.05080287924044,-1.27148545325944,-0.31645328475956,"EPC"
"209","1210",16,-2.857378049,97.33333333,-1.376738935,57.33333333,-0.989234633,60,-1.655322263,22,-1.838136047,169,-1.783201807,18,-1.199581025,60,-1.538780043,-1.46485796957887,-1.6134679123943,-1.95231762340381,0.074687869394303,"EPC"
"210","4001",14.34,-4.517378049,100,-1.228658278,73.33333333,0.086966756,73,0.783773445,29,-0.101336301,212,0.720611516,24,0.595711907,88,1.275958382,-0.1148135944874,0.18364773757244,0.222216203781212,1.09231064442756,"UGC"
"212","4003",18.75,-0.107378049,130.6666667,0.474269281,73.33333333,0.086966756,71,0.264334349,30,0.369301289,210,0.531223067,21,-0.399119802,69,-0.946368599,0.298717918750913,0.300971455258164,0.364179461873941,-1.24734005425816,"UPC"
"214","4007",16.67,-2.187378049,104,-1.006537292,69.33333333,-0.191035907,71,0.264334349,28,-0.500519232,209,0.439986113,21,-0.399119802,86,0.965302691,-0.358439520508018,-0.0212304182985276,-0.0256890884580204,0.986533109298527,"UGC"
"215","4009",16.34,-2.517378049,128,0.326188622,83.18181818,0.795021303,71,0.264334349,31,0.921245944,205,0.097032206,25,0.973187769,67,-1.098999799,0.57669755450392,0.17476603288806,0.211469223040373,-1.27376583188806,"UPC"
"216","4011",18,-0.857378049,121.3333333,-0.044013022,72,-0.006334704,68,-0.403494073,28,-0.500519232,201,-0.212810632,18,-1.199581025,80,0.150916205,-0.238590257783825,-0.367270765475655,-0.444402508777651,0.518186970475655,"UGC"
"217","4012",14.09,-4.767378049,109.3333333,-0.71037598,46.66666667,-1.649387886,49,-2.521255044,18,-2.144400689,177,-1.51304664,18,-1.199581025,57,-1.68734775,-1.75635489985358,-1.64449916073819,-1.98986584642708,-0.0428485892618099,"EPC"
"218","4013",14.92,-3.937378049,129.3333333,0.400228949,80.27681661,0.582781953,71,0.264334349,30,0.369301289,217,1.236625529,24,0.595711907,89,1.439135245,0.404161634994069,0.617094829608886,0.746692947359553,0.822040415391114,"UGC"
"220","4016",15.92,-2.937378049,110.6666667,-0.636335647,57.33333333,-0.989234633,65,-0.954027742,31,0.921245944,191,-0.859446859,19,-0.953376739,78,-0.084229987,-0.414588019499797,-0.838768047316913,-1.01492048785628,0.754538060316913,"EPC"
"222","4022",15.34,-3.517378049,108,-0.784416306,82.32789212,0.732346377,68,-0.403494073,30,0.369301289,184,-1.218460973,15,-1.821882902,72,-0.692274606,-0.0215656782712651,-1.07450080604373,-1.30016025972994,0.382226200043727,"EPC"
"223","4023",13.92,-4.937378049,109.3333333,-0.71037598,52,-1.325493516,64,-1.114400548,24,-1.548777695,183,-1.264250074,13,-2.146263112,60,-1.538780043,-1.17476193480538,-1.49699669902201,-1.81138590686346,-0.04178334397799,"EPC"
"224","4025",16.25,-2.607378049,109.3333333,-0.71037598,53.33333333,-1.242557705,62,-1.403904167,25,-1.354417267,177,-1.51304664,19,-0.953376739,57,-1.68734775,-1.17781377981024,-1.35522936891156,-1.6398455527852,-0.332118381088443,"EPC"
"225","4026",17,-1.857378049,94.66666667,-1.524819592,61.33333333,-0.729366128,61,-1.534116302,24,-1.548777695,184,-1.218460973,18,-1.199581025,73,-0.600499841,-1.33426992932197,-1.2253387600443,-1.48267618929946,0.624838919044295,"EPC"
"226","4028",18,-0.857378049,130.6666667,0.474269281,76,0.275435686,72,0.516151197,31,0.921245944,212,0.720611516,17,-1.425980974,76,-0.302609528,0.546775527017802,0.294040848169827,0.355793335162066,-0.596650376169827,"UPC"
"227","4029",18.5,-0.357378049,122.6666667,0.03002731,101.1428571,2.166016033,66,-0.782485185,28,-0.500519232,194,-0.683194385,16,-1.633201768,80,0.150916205,0.22825973142375,-0.531538109488475,-0.643168178791335,0.682454314488475,"UGC"
"229","4031",16.92,-1.937378049,125.3333333,0.178107963,65.33333333,-0.463219614,63,-1.264175695,22,-1.838136047,192,-0.802277771,26,1.374518222,66,-1.170557792,-0.846855848332782,-0.569901064854187,-0.689587864778196,-0.600656727145813,"UPC"
"231","4036",17.34,-1.517378049,112,-0.562295321,77.33333333,0.370589482,61,-1.534116302,27,-0.837180151,178,-1.4745273,18,-1.199581025,63,-1.367256164,-0.640750573076156,-1.17506688569563,-1.42184655302693,-0.192189278304366,"EPC"
"232","4037",13.34,-5.517378049,90.66666667,-1.746940577,76,0.275435686,66,-0.782485185,29,-0.101336301,193,-0.743538513,20,-0.686756194,67,-1.098999799,-0.588831594281497,-0.92733518596049,-1.12208790302013,-0.17166461303951,"EPC"
"233","4038",18.75,-0.107378049,190.4180653,3.792279169,115.4204158,3.322689407,75,1.3694923,32,1.565330264,219,1.461080137,25,0.973187769,86,0.965302691,2.51244778499677,1.50550509619492,1.82168118039038,-0.54020240519492,"UPC"
"235","4040",15.67,-3.187378049,141.5286913,1.077440184,78.66666667,0.466347369,71,0.264334349,32,1.565330264,209,0.439986113,26,1.374518222,83,0.536883506,0.843363041519884,0.435818182013472,0.527345793890482,0.101065323986528,"EAC"
"238","4048",18.25,-0.607378049,140.4545455,1.017792603,73.05080777,0.067144354,66,-0.782485185,30,0.369301289,196,-0.557549819,23,0.241542026,64,-1.304599579,0.167938265219424,-0.260345005600289,-0.315020917865153,-1.04425457339971,"UPC"
"239","4055",17.5,-1.357378049,134.6666667,0.696390267,86.60785886,1.048845763,63,-1.264175695,26,-1.119390511,179,-1.434866053,18,-1.199581025,44,-2.115574404,-0.159582544090719,-1.02825189324913,-1.24419846041879,-1.08732251075087,"EPC"
"240","4056",18.67,-0.187378049,105.3333333,-0.932496965,49.33333333,-1.489036212,70,0.027589687,30,0.369301289,179,-1.434866053,23,0.241542026,67,-1.098999799,-0.50616055022633,-0.869738244335185,-1.05239483796395,-0.229261554664815,"EPC"
"241","4057",18.17,-0.687378049,114.6666667,-0.414214662,60,-0.816699134,68,-0.403494073,30,0.369301289,206,0.179559915,20,-0.686756194,69,-0.946368599,-0.316276645000528,-0.103662047290423,-0.125432455378318,-0.842706551709578,"UPC"
"245","4063",18.25,-0.607378049,124,0.104067636,62.66666667,-0.641335782,63,-1.264175695,23,-1.708292335,188,-1.021871466,22,-0.089879491,71,-0.780448379,-0.877434044076897,-0.803375763105109,-0.972095353457536,0.0229273841051083,"EAC"
"248","4068",15.17,-3.687378049,112,-0.562295321,78.66666667,0.466347369,72,0.516151197,28,-0.500519232,210,0.531223067,25,0.973187769,85,0.817598584,-0.0200789967625718,0.197714149699037,0.239236749452259,0.619884434300963,"UGC"
"249","4070",17.25,-1.607378049,120,-0.118053349,65.33333333,-0.463219614,66,-0.782485185,24,-1.548777695,175,-1.586766069,21,-0.399119802,55,-1.774690406,-0.72813396081135,-1.16194124763084,-1.40596435647725,-0.612749158369156,"EPC"
"250","4071",16.92,-1.937378049,124,0.104067636,73.33333333,0.086966756,71,0.264334349,30,0.369301289,198,-0.425054729,24,0.595711907,81,0.275033958,0.206167507502631,-0.209172912099259,-0.253102004450803,0.484206870099259,"UGC"
"251","4075",14.67,-4.187378049,114.6666667,-0.414214662,45.33333333,-1.728332768,67,-0.599179205,26,-1.119390511,194,-0.683194385,20,-0.686756194,59,-1.590746581,-0.965279286526724,-0.913739170370977,-1.10563654341238,-0.677007410629024,"EPC"
"252","4078",13.75,-5.107378049,94.66666667,-1.524819592,50.66666667,-1.407657172,66,-0.782485185,28,-0.500519232,181,-1.352008447,14,-1.992679382,55,-1.774690406,-1.05387029526723,-1.5047776923027,-1.82080101217305,-0.269912713697303,"EPC"
"253","4080",17.25,-1.607378049,88,-1.895021235,74.66666667,0.180892531,76,1.689182128,31,0.921245944,205,0.097032206,21,-0.399119802,83,0.536883506,0.224074842062948,-0.0311984401407501,-0.0377505274012698,0.56808194614075,"UGC"
"255","4083",15.34,-3.517378049,110.6666667,-0.636335647,69.33333333,-0.191035907,68,-0.403494073,27,-0.837180151,202,-0.138307159,25,0.973187769,71,-0.780448379,-0.517011444536075,-0.271334399231239,-0.328318230250805,-0.509113979768761,"UPC"
"256","4084",18.34,-0.517378049,125.3333333,0.178107963,77.86976952,0.409043211,71,0.264334349,32,1.565330264,208,0.350993052,25,0.973187769,65,-1.239062052,0.604203946774888,0.426577762044978,0.51616476288713,-1.66563981404498,"UPC"
"257","4085",18.09,-0.767378049,82.66666667,-2.191182549,52,-1.325493516,64,-1.114400548,27,-0.837180151,184,-1.218460973,18,-1.199581025,65,-1.239062052,-1.36706419103228,-1.17364383177545,-1.42012463886553,-0.0654182202245507,"EPC"
"258","4090",18.67,-0.187378049,114.6666667,-0.414214662,57.33333333,-0.989234633,68,-0.403494073,32,1.565330264,194,-0.683194385,21,-0.399119802,69,-0.946368599,-0.0604032759707572,-0.439358460104556,-0.531629577607211,-0.507010138895445,"UPC"
"259","4091",16.17,-2.687378049,122.6666667,0.03002731,72,-0.006334704,67,-0.599179205,30,0.369301289,175,-1.586766069,22,-0.089879491,63,-1.367256164,-0.0515463275198048,-1.01838135849589,-1.23225498214919,-0.348874805504113,"EPC"
"260","4092",17.67,-1.187378049,125.3333333,0.178107963,76,0.275435686,71,0.264334349,31,0.921245944,206,0.179559915,10,-2.510746206,78,-0.084229987,0.409780985512139,-0.180795570768901,-0.21876504419475,0.0965655837689009,"EAC"
"262","4097",15.5,-3.357378049,86.66666667,-1.969061563,57.33333333,-0.989234633,56,-2.059607053,20,-2.026574878,157,-2.081447822,15,-1.821882902,49,-1.987107078,-1.76111953184172,-1.94925910551518,-2.35862943106386,-0.0378479724848218,"EPC"
"263","4104",14.75,-4.107378049,134.6666667,0.696390267,90.46009878,1.338682245,72,0.516151197,30,0.369301289,199,-0.356145185,25,0.973187769,90,1.607696938,0.730131249488774,-0.11707463560479,-0.141661865544679,1.72477157360479,"UGC"
"266","4109",16.59,-2.267378049,134.6666667,0.696390267,68.18181818,-0.269997492,69,-0.194791532,26,-1.119390511,213,0.818856205,24,0.595711907,85,0.817598584,-0.221947317041716,0.333258947724642,0.403247756985966,0.484339636275358,"UGC"
"267","4110",16.67,-2.187378049,110.6666667,-0.636335647,73.33333333,0.086966756,74,1.067959269,31,0.921245944,215,1.022684864,23,0.241542026,78,-0.084229987,0.359959080541108,0.543953223002908,0.6581906310271,-0.628183210002908,"UPC"
"268","4114",17.67,-1.187378049,117.3333333,-0.266134008,54.66666667,-1.158861699,65,-0.954027742,27,-0.837180151,195,-0.621210111,18,-1.199581025,64,-1.304599579,-0.804050900039148,-0.740839033489058,-0.896425079263362,-0.563760545510943,"UPC"
"272","4123",16.25,-2.607378049,108,-0.784416306,65.33333333,-0.463219614,66,-0.782485185,26,-1.119390511,196,-0.557549819,24,0.595711907,64,-1.304599579,-0.787377904048468,-0.557944361777647,-0.675120095104038,-0.746655217222353,"UPC"
"273","4124",14.25,-4.607378049,110.6666667,-0.636335647,77.33333333,0.370589482,65,-0.954027742,28,-0.500519232,206,0.179559915,23,0.241542026,69,-0.946368599,-0.430073284801925,-0.230779945754441,-0.279246802415913,-0.715588653245559,"UPC"
"274","4125",18.59,-0.267378049,117.3333333,-0.266134008,62.66666667,-0.641335782,66,-0.782485185,29,-0.101336301,175,-1.586766069,19,-0.953376739,62,-1.42711639,-0.447822819025079,-1.08922333032136,-1.31797470982606,-0.337893059678635,"EPC"
"275","4126",18.25,-0.607378049,136.576657,0.802452499,94.83488569,1.673376385,67,-0.599179205,31,0.921245944,211,0.624749454,17,-1.425980974,73,-0.600499841,0.699473905714846,0.293605250554174,0.355266256256322,-0.894105091554174,"UPC"
"276","4128",17.34,-1.517378049,146.513266,1.354234845,63.87410322,-0.561023513,72,0.516151197,29,-0.101336301,205,0.097032206,19,-0.953376739,59,-1.590746581,0.30200655700253,-0.0760543416111783,-0.0920267644915926,-1.51469223938882,"UPC"
"277","4132",15.84,-3.017378049,116,-0.340174335,58.66666667,-0.903325264,68,-0.403494073,29,-0.101336301,167,-1.84108425,25,0.973187769,63,-1.367256164,-0.437082493260346,-1.13415202880741,-1.37233903227303,-0.233104135192593,"EPC"
"279","4138",14.84,-4.017378049,108,-0.784416306,72,-0.006334704,65,-0.954027742,27,-0.837180151,202,-0.138307159,21,-0.399119802,65,-1.239062052,-0.64548972580345,-0.500031659935792,-0.60504495598813,-0.739030392064209,"UPC"
"280","4142",16.34,-2.517378049,112,-0.562295321,77.33333333,0.370589482,73,0.783773445,30,0.369301289,216,1.128366355,19,-0.953376739,67,-1.098999799,0.240342223766127,0.405157418522639,0.490245862464605,-1.50415721752264,"UPC"
"282","4144",13.75,-5.107378049,100,-1.228658278,62.66666667,-0.641335782,72,0.516151197,30,0.369301289,207,0.264199038,25,0.973187769,83,0.536883506,-0.246135393473591,-0.0775557463252956,-0.09384348415524,0.614439252325295,"UGC"
"283","4148",17.42,-1.437378049,108,-0.784416306,74.66666667,0.180892531,74,1.067959269,30,0.369301289,207,0.264199038,24,0.595711907,81,0.275033958,0.208434195777849,0.186934096012587,0.226192741182401,0.0880998619874135,"EAC"
"284","4151",15.34,-3.517378049,105.3333333,-0.932496965,64,-0.55261731,63,-1.264175695,28,-0.500519232,172,-1.689433861,13,-2.146263112,62,-1.42711639,-0.812452300545836,-1.55839954657038,-1.885684168682,0.131283156570383,"EPC"
"288","4159",17.17,-1.687378049,122.6666667,0.03002731,84,0.855294913,65,-0.954027742,30,0.369301289,172,-1.689433861,18,-1.199581025,59,-1.590746581,0.0751489424577885,-1.12528660939343,-1.36161175692588,-0.465459971606566,"EPC"
"290","4162",18.84,-0.017378049,122.6666667,0.03002731,76,0.275435686,71,0.264334349,29,-0.101336301,213,0.818856205,24,0.595711907,73,-0.600499841,0.117115260989512,0.53876603313477,0.651914062328527,-1.13926587413477,"UPC"
"292","4165",16.34,-2.517378049,118.6666667,-0.192093676,90.66922523,1.354548619,67,-0.599179205,30,0.369301289,177,-1.51304664,20,-0.686756194,61,-1.484263629,0.233144256711498,-0.974542491024976,-1.17920936971866,-0.509721137975024,"EPC"
"293","4167",18,-0.857378049,124,0.104067636,68,-0.28242071,68,-0.403494073,31,0.921245944,196,-0.557549819,19,-0.953376739,56,-1.732138199,0.0848496992519068,-0.442343215365345,-0.535241171151886,-1.28979498363466,"UPC"
"294","4172",13.84,-5.017378049,116,-0.340174335,72,-0.006334704,66,-0.782485185,27,-0.837180151,172,-1.689433861,17,-1.425980974,44,-2.115574404,-0.491543593800717,-1.47326244224926,-1.78266714064694,-0.642311961750743,"EPC"
"297","4177",14.5,-4.357378049,126.6666667,0.252148295,73.33333333,0.086966756,74,1.067959269,30,0.369301289,188,-1.021871466,18,-1.199581025,81,0.275033958,0.444093902274401,-0.825211802113043,-0.998517250943857,1.10024576011304,"UGC"
"299","4179",16.34,-2.517378049,121.3333333,-0.044013022,77.33333333,0.370589482,69,-0.194791532,29,-0.101336301,207,0.264199038,21,-0.399119802,78,-0.084229987,0.00761215672564516,-0.0442852124668363,-0.0535856958904374,-0.0399447745331639,"EAC"
"301","4181",15.42,-3.437378049,137.3333333,0.84447092,80,0.562702975,71,0.264334349,30,0.369301289,213,0.818856205,24,0.595711907,88,1.275958382,0.510202383242299,0.4470519377946,0.540938787726382,0.8289064442054,"UGC"
"305","4186",15.09,-3.767378049,90.66666667,-1.746940577,70.66666667,-0.09900471,66,-0.782485185,28,-0.500519232,198,-0.425054729,22,-0.089879491,65,-1.239062052,-0.782237426035171,-0.634402859751536,-0.767635894086177,-0.604659192248464,"UPC"
"306","4189",16.09,-2.767378049,114.6666667,-0.414214662,69.15254237,-0.203465118,66,-0.782485185,28,-0.500519232,200,-0.285410125,20,-0.686756194,73,-0.600499841,-0.47517104928984,-0.504483430069718,-0.610431657031691,-0.096016410930282,"EAC"
"307","4190",18.42,-0.437378049,164.2969984,2.341769888,97.93952368,1.914383344,74,1.067959269,28,-0.500519232,216,1.128366355,24,0.595711907,76,-0.302609528,1.20589831721838,0.945568314282933,1.14415023051786,-1.24817784228293,"UPC"
"308","4191",15.34,-3.517378049,122.6666667,0.03002731,66.66666667,-0.373151302,67,-0.599179205,28,-0.500519232,172,-1.689433861,23,0.241542026,72,-0.692274606,-0.360705607284319,-1.15266012912395,-1.3947340797014,0.460385523123954,"EPC"
"309","4192",17.17,-1.687378049,129.3333333,0.400228949,81.33333333,0.659650099,66,-0.782485185,27,-0.837180151,180,-1.394035675,21,-0.399119802,62,-1.42711639,-0.139946572063807,-0.920501201569534,-1.11381869105658,-0.506615188430466,"EPC"
"310","4194",16.75,-2.107378049,140.8259986,1.038419485,94.91701245,1.679714825,75,1.3694923,31,0.921245944,216,1.128366355,23,0.241542026,85,0.817598584,1.25221813851868,0.821506555123709,0.994033852667159,-0.00390797112370835,"EAC"
"311","4195",17.17,-1.687378049,118.6666667,-0.192093676,70.66666667,-0.09900471,66,-0.782485185,28,-0.500519232,167,-1.84108425,22,-0.089879491,51,-1.923995676,-0.393525700792385,-1.18256364899022,-1.43091773627481,-0.741432027009778,"EPC"
"312","4197",15.84,-3.017378049,121.3333333,-0.044013022,72,-0.006334704,60,-1.655322263,26,-1.119390511,194,-0.683194385,20,-0.686756194,72,-0.692274606,-0.706265125082918,-0.786788063702571,-0.952024016664791,0.0945134577025704,"EAC"
"313","4198",17.09,-1.767378049,86.66666667,-1.969061563,60,-0.816699134,69,-0.194791532,27,-0.837180151,203,-0.061859522,23,0.241542026,83,0.536883506,-0.954433095014989,-0.331659328776611,-0.401312196955948,0.86854283477661,"UGC"
"314","4199",15.17,-3.687378049,105.3333333,-0.932496965,64,-0.55261731,68,-0.403494073,26,-1.119390511,210,0.531223067,19,-0.953376739,66,-1.170557792,-0.751999714785893,-0.218897146735962,-0.264868457634484,-0.951660645264039,"UPC"
"315","4202",18.09,-0.767378049,148.5714286,1.468525122,85.5,0.966356826,70,0.027589687,28,-0.500519232,207,0.264199038,19,-0.953376739,80,0.150916205,0.490488100707104,0.100074776313807,0.121091809645374,0.0508414286861927,"EAC"
"316","4205",16.84,-2.017378049,126.6666667,0.252148295,68,-0.28242071,71,0.264334349,31,0.921245944,209,0.439986113,23,0.241542026,70,-0.865115373,0.288826969519883,0.224711558881008,0.271903973464046,-1.08982693188101,"UPC"
"317","4207",15.09,-3.767378049,110.6666667,-0.636335647,62.66666667,-0.641335782,65,-0.954027742,28,-0.500519232,204,0.016573106,18,-1.199581025,74,-0.505028675,-0.683054600787256,-0.511970073379499,-0.61949059496342,0.00694139837949877,"EAC"
"318","4208",18.67,-0.187378049,128,0.326188622,72,-0.006334704,65,-0.954027742,28,-0.500519232,200,-0.285410125,20,-0.686756194,76,-0.302609528,-0.283673264050928,-0.316756099041351,-0.383279090853827,0.0141465710413504,"EAC"
"323","4218",14,-4.857378049,124,0.104067636,74.66666667,0.180892531,71,0.264334349,28,-0.500519232,210,0.531223067,16,-1.633201768,78,-0.084229987,0.0121938209814371,-0.181598450248979,-0.219736539039065,0.0973684632489781,"EAC"
"324","4219",15.25,-3.607378049,109.3333333,-0.71037598,62.66666667,-0.641335782,66,-0.782485185,31,0.921245944,186,-1.122914187,19,-0.953376739,76,-0.302609528,-0.303237750749702,-0.989134505856301,-1.19686590164975,0.686524977856301,"EPC"
"325","4220",21.84,2.982621951,108,-0.784416306,72,-0.006334704,57,-1.969711688,28,-0.500519232,174,-1.622018198,20,-0.686756194,57,-1.68734775,-0.815245482574158,-0.9863588223116,-1.19350728766092,-0.7009889276884,"EPC"
"326","a1950049",18.75,-0.107378049,85.33333333,-2.043101892,33.33333333,-2.398980949,64,-1.114400548,26,-1.119390511,191,-0.859446859,17,-1.425980974,60,-1.538780043,-1.66896847502384,-1.04713538025801,-1.26704773073524,-0.491644662741987,"EPC"
"328","a1950206",20.33,1.472621951,72,-2.783505177,62.66666667,-0.641335782,71,0.264334349,28,-0.500519232,180,-1.394035675,22,-0.089879491,71,-0.780448379,-0.915256460493245,-0.897519914185083,-1.08601102780983,0.117071535185083,"EPC"
